Date,Sales
2023-07-23,230.4929815024296
2023-07-24,256.2642892019439
2023-07-25,246.23230224174932
2023-07-26,240.4350475625005
2023-07-27,257.13153650559445
2023-07-28,251.89287230775582
2023-07-29,243.22749876126827
2023-07-30,235.4854157301463
2023-07-31,256.44018838440536
2023-08-01,253.65198692082618
2023-08-02,245.6000029814318
2023-08-03,264.50756407888827
2023-08-04,234.7976422927041
2023-08-05,229.70861240973187
2023-08-06,237.51844850194942
2023-08-07,243.46383517428936
2023-08-08,245.84396464093874
2023-08-09,240.49799808871822
2023-08-10,245.9398172572891
2023-08-11,229.42208947469516
2023-08-12,255.9028629151961
2023-08-13,240.18114509680532
2023-08-14,251.72295328992809
2023-08-15,243.53467292381578
2023-08-16,244.24264784705647
2023-08-17,244.9509386358914
2023-08-18,243.31913476970618
2023-08-19,244.868869286593
2023-08-20,251.34374151156118
2023-08-21,239.6391540008148
2023-08-22,244.39702380735028
2023-08-23,236.0541539594991
2023-08-24,251.00884797816104
2023-08-25,229.51171403264712
2023-08-26,253.9649514825893
2023-08-27,235.24597563962803
2023-08-28,221.0440554466446
2023-08-29,236.34948707670148
2023-08-30,227.9870860894966
2023-08-31,242.94585559561838
2023-09-01,227.7677861362266
2023-09-02,229.599712690382
2023-09-03,214.9466991367666
2023-09-04,229.11276020495023
2023-09-05,209.20401990815262
2023-09-06,217.42415890759835
2023-09-07,240.70119926212962
2023-09-08,240.8025148369999
2023-09-09,237.0602437825869
2023-09-10,223.01085132706245
2023-09-11,232.09232469867524
2023-09-12,232.4362063945918
2023-09-13,220.80542941914828
2023-09-14,247.3540336673926
2023-09-15,241.0388523331252
2023-09-16,230.015041322566
2023-09-17,232.467336127048
2023-09-18,234.27050347290285
2023-09-19,211.77198501501823
2023-09-20,229.7347322138205
2023-09-21,225.41839901634606
2023-09-22,222.2683847404393
2023-09-23,229.53457357896312
2023-09-24,250.3981178691099
2023-09-25,238.92007347811054
2023-09-26,226.90499079142876
2023-09-27,238.4625109037472
2023-09-28,246.8649250765535
2023-09-29,242.26719464119492
2023-09-30,233.7814579693899
2023-10-01,226.89489779554972
2023-10-02,240.54042595304628
2023-10-03,237.7017865646282
2023-10-04,242.94240977138392
2023-10-05,240.58053334678664
2023-10-06,244.9774566876991
2023-10-07,229.39744723805143
2023-10-08,248.2063402402912
2023-10-09,237.3056967038909
2023-10-10,256.3942773743779
2023-10-11,229.07638710581412
2023-10-12,253.66908599887643
2023-10-13,238.64427759663803
2023-10-14,230.5211993990187
2023-10-15,232.58116311715563
2023-10-16,234.61556294207824
2023-10-17,242.47401853365824
2023-10-18,243.88827717050376
2023-10-19,233.36465312209057
2023-10-20,239.31392903875698
2023-10-21,261.4500103782378
2023-10-22,257.7864953055647
2023-10-23,245.3718929199743
2023-10-24,241.90002615453398
2023-10-25,243.24528497308964
2023-10-26,248.718675558836
2023-10-27,232.90753269355733
2023-10-28,241.12698448743262
2023-10-29,227.5934163051894
2023-10-30,248.863093866464
2023-10-31,251.9474049146609
2023-11-01,241.2610160738194
2023-11-02,262.46290702361716
2023-11-03,235.10813241183587
2023-11-04,233.37724455968453
2023-11-05,250.93303055704206
2023-11-06,259.83918546880653
2023-11-07,266.8991932553878
2023-11-08,246.1746606395046
2023-11-09,262.265617243297
2023-11-10,251.8205907798088
2023-11-11,251.2176687521664
2023-11-12,262.5300425220317
2023-11-13,260.97724052441754
2023-11-14,239.46155476033442
2023-11-15,270.7730659846327
2023-11-16,270.60130614684465
2023-11-17,251.3478589381637
2023-11-18,262.3747940636592
2023-11-19,264.1803259781358
2023-11-20,262.6798299904022
2023-11-21,255.41271915743914
2023-11-22,255.0516299954683
2023-11-23,262.37363223771126
2023-11-24,275.2267876544275
2023-11-25,269.8146350396163
2023-11-26,261.5602313874349
2023-11-27,273.87949932744425
2023-11-28,238.58140845261613
2023-11-29,279.4667852277653
2023-11-30,251.5020389684255
2023-12-01,266.2023523832715
2023-12-02,259.5649637097407
2023-12-03,258.7568417159299
2023-12-04,284.2607861615362
2023-12-05,268.93100909062093
2023-12-06,278.0349747744427
2023-12-07,275.0688261951508
2023-12-08,281.2824847607821
2023-12-09,278.2600539232901
2023-12-10,265.6471491630069
2023-12-11,289.43021608496684
2023-12-12,275.5254593104596
2023-12-13,265.897443363769
2023-12-14,278.18686568598133
2023-12-15,298.4846443257987
2023-12-16,292.99232231797635
2023-12-17,282.02042536476466
2023-12-18,283.0347476722381
2023-12-19,284.3346402165159
2023-12-20,309.3451754220568
2023-12-21,293.4265437483421
2023-12-22,294.93963723028713
2023-12-23,301.9763730827356
2023-12-24,295.0977818498679
2023-12-25,291.15760153048154
2023-12-26,292.82418478982817
2023-12-27,295.1126046397835
2023-12-28,296.498348204269
2023-12-29,305.1895841422526
2023-12-30,299.47597569379127
2023-12-31,307.32640077215586
